#Coord Suppliers
# 	1	231.2745		231.9495	
# 	2	391.6924		  2.4141	
# 	3	139.3812		287.2811	
# 	4	230.9025		 95.4853	
# 	5	242.6400		 66.3765	
# 	6	362.9166		102.6764	
# 	7	242.5000		  1.7621	
# 	8	302.9186		 63.0073	
# 	9	419.6509		112.2734	
# 	10	338.5885		228.9417	
# 	11	391.7247		 33.0334	
# 	12	135.0414		142.4717	
# 	13	302.8215		 77.2777	
# 	14	315.5181		197.1000	
# 	15	 81.9035		 96.6189	
# 	16	399.3918		 25.0048	
# 	17	335.9539		 18.7050	
# 	18	329.1665		222.7534	
# 	19	183.5621		297.4149	
# 	20	203.4618		 56.9636	
# 	21	158.2319		214.4435	
# 	22	160.8459		 15.4856	
# 	23	142.1636		299.6414	
# 	24	129.5572		138.5388	
# 	25	330.8707		283.1037	
#Coord Manufacturers
# 	1	 78.9312		 63.7264	
# 	2	 59.6149		 62.6044	
# 	3	448.0596		 73.9938	
#Coord Warehouse
# 	1	 49.5239		150.6961	
# 	2	205.2548		220.3471	
# 	3	279.4246		186.3211	
# 	4	 67.5777		161.4824	
# 	5	 54.1563		 45.9077	
# 	6	202.5804		128.7217	
# 	7	330.1479		 22.0715	
# 	8	125.4536		 49.5881	
# 	9	228.6396		173.7753	
# 	10	287.3736		 64.2077	
# 	11	187.9099		140.0443	
# 	12	 37.3811		171.0819	
# 	13	102.8329		 10.7189	
# 	14	434.0382		 22.3980	
# 	15	328.7161		150.7890	
# 	16	 41.6749		157.1848	
# 	17	195.3981		164.4049	
# 	18	420.7531		298.5151	
# 	19	298.0431		106.2391	
# 	20	197.6207		232.6548	
#Coord Hybrids
# 	1	282.9108		 29.3973	
# 	2	293.2137		290.5848	
# 	3	106.6284		117.8171	
# 	4	 37.1993		247.0652	
# 	5	130.2733		 49.1994	
# 	6	 73.4108		 83.3891	
# 	7	  3.1781		224.6267	
# 	8	384.2167		277.7108	
# 	9	135.9652		142.2391	
# 	10	333.1420		195.1912	
# 	11	120.4280		116.7814	
# 	12	407.3584		219.2527	
# 	13	 34.3108		 61.8835	
# 	14	399.7433		123.8115	
# 	15	 92.0299		104.0794	
#Coord Retailers
# 	1	185.4895		226.5854	
# 	2	 59.8878		256.4464	
# 	3	170.9137		143.0634	
# 	4	 58.5692		 81.6592	
# 	5	425.6271		142.3067	
# 	6	 68.5920		165.6441	
# 	7	279.3011		254.7080	
# 	8	192.8560		287.4261	
# 	9	 88.0607		154.9768	
# 	10	180.7174		 83.6449	
# 	11	271.8403		 23.9017	
# 	12	222.8166		142.2216	
# 	13	331.1125		 88.0369	
# 	14	 97.6900		 61.6742	
# 	15	441.9227		135.8771	
# 	16	431.4083		268.8320	
# 	17	198.4082		122.9886	
# 	18	297.4339		280.1944	
# 	19	362.0417		142.3426	
# 	20	222.2746		 76.6185	
# 	21	273.3724		 18.9807	
# 	22	257.1631		 27.4438	
# 	23	234.2404		179.2957	
# 	24	347.6886		157.5336	
# 	25	287.6738		162.1101	
# 	26	119.5121		 93.2935	
# 	27	199.3820		113.0541	
# 	28	255.2933		123.8625	
# 	29	429.0309		179.0037	
# 	30	213.3387		298.6499	
# 	31	101.4272		136.2966	
# 	32	195.3889		228.1673	
# 	33	257.1913		206.4169	
# 	34	185.3894		 65.2269	
# 	35	 66.0900		 76.4115	
# 	36	178.1622		 20.5332	
# 	37	360.0151		 20.6185	
# 	38	 16.7830		 59.7883	
# 	39	100.0261		 79.3968	
# 	40	  6.5293		115.5731	
# 	41	307.2219		 29.5048	
# 	42	312.4774		 27.5610	
# 	43	395.9318		134.4108	
# 	44	253.9396		126.5154	
# 	45	361.3795		100.9690	
# 	46	146.7187		 34.4824	
# 	47	367.9905		 30.1348	
# 	48	 43.0680		209.1034	
# 	49	422.3184		 29.5820	
# 	50	132.0647		 39.0553	
# 	51	178.9534		170.4177	
# 	52	373.4233		128.5302	
# 	53	349.4854		119.1964	
# 	54	211.2236		135.7246	
# 	55	105.4228		 95.6552	
#Coord Urban center
# 	1	437.4221		 25.9530	
# 	2	284.4389		 42.7634	
# 	3	229.5383		 57.7936	
# 	4	 11.3206		153.6784	
# 	5	199.9845		201.5437	
# 	6	110.9413		289.7965	

#Parameters

param I:=	15;	#Raw material
18	1413.3805	1296.1193	1395.3993	
19	1479.7815	1321.5569	1302.2867	
20	1380.1217	1272.2216	1387.6068	
21	1464.5201	1383.8623	1422.9155	
22	1315.7798	1351.9307	1326.6561	
23	1344.3396	1479.1328	1471.4244	
24	1333.8812	1486.9127	1391.1676	
25	1419.6464	1306.0262	1431.4573	
[4,*,*]:1	2	3	:=
1	1439.3275	1292.7357	1270.4899	
2	1391.2192	1419.0186	1267.8677	
3	1495.7213	1258.8503	1481.3708	
4	1262.6124	1426.6489	1467.6537	
5	1298.3059	1282.5424	1391.4323	
6	1485.6727	1280.2050	1474.6729	
7	1342.7168	1319.3113	1432.9989	
8	1397.4434	1321.3232	1447.7458	
9	1399.7253	1363.3040	1293.4731	
10	1459.1827	1484.3508	1409.8530	
11	1486.4810	1319.4744	1354.1364	
12	1436.4092	1455.6638	1292.2866	
13	1265.2917	1433.0896	1275.2029	
14	1403.3823	1260.4407	1388.8971	
15	1347.5237	1436.4254	1474.6296	
16	1374.4530	1420.6290	1270.9668	
17	1316.7791	1305.7926	1475.1975	
18	1256.2322	1308.6378	1300.9944	
19	1490.6906	1444.2927	1349.8293	
20	1372.9188	1251.9080	1393.3888	
21	1313.8970	1329.7660	1264.0524	
22	1333.3389	1388.1244	1401.5038	
23	1261.9551	1360.4812	1308.6692	
24	1383.1290	1490.4686	1324.8032	
25	1397.8162	1303.6437	1365.4612	
[5,*,*]:1	2	3	:=
1	1338.1560	1357.9034	1283.0692	
2	1265.9352	1415.0938	1352.0577	
3	1479.3881	1385.2823	1469.7118	
4	1499.6666	1324.8673	1396.8534	
5	1395.5973	1352.9823	1375.6636	
6	1343.0688	1277.6476	1497.3999	
7	1403.5994	1347.9539	1325.9658	
8	1323.5166	1437.9919	1256.6910	
9	1252.0917	1458.0033	1355.5359	
10	1338.7798	1334.4347	1296.3279	
11	1376.2010	1486.4139	1382.3789	
12	1300.6361	1459.0569	1406.0430	
13	1270.6187	1430.5289	1264.6843	
14	1350.7179	1395.3226	1323.5383	
15	1444.1274	1256.6298	1285.8783	
16	1352.5492	1480.7382	1294.4335	
17	1285.5736	1294.2977	1482.8273	
18	1407.8029	1451.4202	1332.1915	
19	1412.9050	1488.2826	1451.9070	
20	1301.8015	1317.5250	1462.3882	
21	1330.6129	1327.5468	1455.2975	
22	1365.1958	1334.3408	1341.7404	
23	1320.7046	1464.9021	1448.2305	
24	1356.7974	1406.8925	1358.4056	
25	1361.7430	1342.6899	1405.2042	
[6,*,*]:1	2	3	:=
1	1332.6654	1256.2673	1458.7161	
2	1373.2062	1399.4089	1294.5537	
3	1410.5540	1314.7684	1259.9540	
4	1251.6875	1353.4850	1328.0135	
5	1305.1423	1486.9268	1323.5071	
6	1285.4233	1437.4366	1428.7466	
7	1418.7036	1417.8036	1477.1769	
8	1471.1503	1374.5645	1315.7572	
9	1401.2222	1402.6122	1353.7595	
10	1465.5040	1498.4620	1253.3656	
11	1355.2897	1472.6449	1437.1654	
12	1318.3126	1251.7911	1395.6553	
13	1454.6156	1438.4575	1470.2437	
14	1257.8728	1303.2986	1347.1564	
15	1287.5730	1319.1384	1491.0933	
16	1432.0397	1489.8486	1368.9194	
17	1278.6498	1302.3052	1394.2916	
18	1298.3511	1479.9813	1342.5560	
19	1489.1388	1426.8821	1260.9615	
20	1475.9739	1410.8323	1449.8182	
21	1476.7633	1339.4948	1356.5320	
22	1402.9529	1250.1891	1445.6494	
23	1485.7288	1499.8145	1451.2782	
24	1449.5214	1407.7120	1488.6295	
25	1328.9348	1290.9423	1490.3695	
[7,*,*]:1	2	3	:=
1	1319.0529	1316.4905	1424.5348	
2	1299.0304	1327.8599	1440.6271	
3	1415.2960	1332.4818	1307.7635	
4	1497.0225	1449.9343	1379.2434	
5	1362.3995	1408.4231	1440.1969	
6	1413.2460	1297.6318	1361.7502	
7	1400.8982	1440.5421	1341.4924	
8	1456.3422	1332.2982	1337.8228	
9	1270.4612	1356.4642	1321.4773	
10	1446.8220	1470.5557	1412.0125	
11	1429.6338	1452.7179	1366.9540	
12	1378.8506	1447.9790	1262.0477	
13	1278.9567	1454.6067	1424.5861	
14	1288.4091	1452.2487	1447.4561	
15	1457.3781	1439.1427	1263.6196	
16	1400.0367	1280.3007	1359.9391	
17	1482.4415	1390.0388	1366.7974	
18	1255.6282	1491.3469	1391.2740	
19	1391.2255	1367.9564	1472.3420	
20	1380.3842	1364.6443	1359.3988	
21	1406.3069	1385.7832	1491.2479	
22	1350.4800	1406.6313	1261.5842	
23	1474.1174	1417.5281	1252.1635	
24	1393.8673	1432.5402	1344.9675	
25	1348.1609	1274.3461	1287.7782	
[8,*,*]:1	2	3	:=
1	1435.9210	1398.8865	1331.6903	
2	1280.7299	1462.3684	1328.8737	
3	1266.4379	1354.5271	1317.9325	
4	1324.2369	1468.0378	1420.5759	
5	1340.7316	1264.6223	1387.7499	
6	1319.0594	1463.3397	1348.4982	
7	1389.1653	1352.0903	1368.4916	
8	1251.1089	1274.8499	1402.2869	
9	1450.3116	1463.5697	1460.2030	
10	1324.8927	1270.8296	1394.5809	
11	1287.7815	1298.7244	1400.3721	
12	1379.7922	1456.6261	1362.6887	
13	1357.2179	1351.7759	1352.5836	
14	1289.2788	1457.1410	1344.6067	
15	1294.9435	1285.6567	1476.3243	
16	1469.1332	1313.5208	1413.7556	
17	1473.2097	1359.2637	1266.1707	
18	1473.9957	1458.4020	1480.7251	
19	1417.9608	1364.1899	1384.5485	
20	1484.5365	1469.9537	1414.5083	
21	1490.7625	1461.2640	1380.5802	
22	1352.2721	1417.9033	1350.1958	
23	1379.2074	1306.9348	1390.1729	
24	1383.6975	1469.9346	1437.7665	
25	1291.8748	1447.2051	1300.2605	
[9,*,*]:1	2	3	:=
1	1328.1090	1477.1843	1401.1804	
2	1424.6974	1277.4222	1493.5228	
3	1279.3711	1415.2120	1250.9072	
4	1317.9552	1374.5267	1294.1729	
5	1408.4132	1443.9884	1458.9430	
6	1498.9703	1376.2208	1314.8823	
7	1350.2281	1309.2109	1438.4879	
8	1256.1108	1475.4459	1409.4794	
9	1428.2767	1360.2808	1359.4906	
10	1267.1451	1407.5706	1330.2032	
11	1336.6508	1311.5020	1298.1085	
12	1349.4703	1318.2800	1491.9746	
13	1458.5975	1343.9382	1294.0350	
14	1280.2740	1274.4894	1413.6562	
15	1315.3906	1296.5612	1363.1567	
16	1400.8995	1309.7705	1393.1078	
17	1468.4803	1499.5869	1436.8956	
18	1355.4308	1323.0321	1283.7878	
19	1358.6754	1499.1638	1347.3881	
20	1482.1345	1430.6907	1474.6735	
21	1388.0116	1271.8682	1334.4742	
22	1399.3461	1306.6141	1387.7957	
23	1359.4193	1419.3396	1459.1200	
24	1352.5739	1281.4254	1337.7288	
25	1323.2228	1274.1658	1370.7831	
[10,*,*]:1	2	3	:=
1	1499.0868	1318.9309	1499.9668	
2	1436.1677	1256.9839	1490.1986	
3	1353.1630	1295.3970	1327.9679	
4	1291.2598	1277.7953	1370.0394	
5	1463.0542	1363.6311	1369.4690	
6	1439.7368	1308.4526	1463.5801	
7	1328.9888	1384.0203	1425.0823	
8	1376.9945	1424.3367	1291.9003	
9	1441.3496	1345.7126	1497.5891	
10	1468.7029	1420.6190	1354.7869	
11	1302.4554	1385.2603	1283.0352	
12	1372.3383	1266.3358	1295.9268	
13	1316.0150	1291.9873	1395.9233	
14	1450.4609	1377.0258	1435.4500	
15	1364.3767	1375.9542	1340.0273	
16	1284.7830	1419.3171	1291.3547	
17	1469.5258	1281.6025	1366.0879	
18	1328.9623	1264.8584	1451.1256	
19	1305.9237	1347.6954	1479.2355	
20	1284.9143	1315.4918	1299.7554	
21	1440.5471	1468.3210	1416.4222	
22	1465.4846	1345.9161	1325.1335	
23	1378.4591	1326.2792	1361.9298	
24	1451.8827	1490.8971	1419.7637	
25	1428.3452	1306.8689	1297.5802	
[11,*,*]:1	2	3	:=
1	1263.9993	1386.6614	1270.1538	
2	1303.7622	1254.3945	1396.6752	
3	1348.8470	1310.8156	1467.4932	
4	1474.6182	1352.0487	1393.1036	
5	1301.1691	1499.4325	1253.4834	
6	1363.6532	1476.8071	1384.9507	
7	1481.2465	1438.6465	1361.0859	
8	1473.7932	1383.9490	1265.0261	
9	1426.2251	1291.1749	1417.8752	
10	1357.8004	1269.9565	1450.7921	
11	1444.5062	1352.3040	1405.2793	
12	1436.4297	1359.3406	1440.4305	
13	1340.9875	1275.7346	1426.6385	
14	1252.9813	1408.6769	1302.1604	
15	1407.0704	1379.4886	1394.5326	
16	1280.1255	1365.3243	1473.2400	
17	1376.9034	1439.2148	1363.2208	
18	1308.6610	1280.6942	1339.7634	
19	1350.7015	1361.2776	1432.5225	
20	1413.4198	1350.1407	1404.8610	
21	1308.2311	1423.9723	1404.2219	
22	1366.2588	1467.8087	1497.2628	
23	1282.4352	1360.7981	1411.8740	
24	1348.3346	1359.5076	1434.9181	
25	1444.3054	1338.8326	1441.3055	
[12,*,*]:1	2	3	:=
1	1354.2800	1328.0255	1404.9656	
2	1400.7953	1384.8778	1358.9863	
3	1395.0497	1461.0116	1257.3782	
4	1353.5438	1314.4099	1287.7909	
5	1441.9513	1332.0675	1339.2230	
6	1484.2969	1488.8055	1283.3301	
7	1453.2255	1447.2980	1326.6635	
8	1455.8373	1450.9594	1495.0936	
9	1420.6340	1488.1682	1450.0717	
10	1320.9542	1416.3821	1318.2023	
11	1398.9658	1316.8453	1275.2633	
12	1468.0636	1393.8413	1411.6256	
13	1325.7057	1488.0620	1254.1968	
14	1479.7397	1330.3223	1399.7003	
15	1277.7021	1259.8750	1301.8777	
16	1287.8182	1307.8972	1288.7903	
17	1494.6440	1385.1808	1434.1792	
18	1299.1637	1470.0288	1360.6627	
19	1277.1271	1402.2982	1386.9293	
20	1370.8671	1330.7379	1378.4766	
21	1381.5260	1330.0344	1399.5045	
22	1283.9840	1396.1520	1286.7614	
23	1297.3586	1384.4492	1301.3575	
24	1283.4736	1342.5052	1394.2523	
25	1308.6038	1329.0787	1448.9609	
[13,*,*]:1	2	3	:=
1	1365.6962	1360.9655	1375.6893	
2	1497.7297	1383.8458	1327.7034	
3	1251.3954	1337.4131	1342.0682	
4	1295.9777	1424.6036	1352.4889	
5	1264.2507	1405.4159	1320.7013	
6	1444.4932	1280.2915	1441.2211	
7	1318.4675	1451.3651	1448.5992	
8	1310.8202	1409.0474	1461.9775	
9	1474.4315	1294.1495	1322.7819	
10	1378.2646	1459.1378	1331.2899	
11	1261.0762	1362.8206	1487.6882	
12	1480.3695	1430.1957	1343.5468	
13	1313.8744	1287.6934	1384.3187	
14	1260.0748	1320.7333	1481.7000	
15	1283.3525	1413.5452	1390.5266	
16	1416.7511	1260.3472	1451.2225	
17	1286.5710	1440.6453	1453.6400	
18	1266.3134	1296.8260	1314.3004	
19	1469.9417	1431.9976	1446.1479	
20	1253.3378	1433.4651	1424.5642	
21	1427.3892	1342.2128	1273.3644	
22	1453.8118	1387.8667	1414.8159	
23	1497.2471	1420.9714	1365.7867	
24	1445.8402	1439.1084	1377.8744	
25	1420.1697	1487.5463	1390.2677	
[14,*,*]:1	2	3	:=
1	1332.9240	1495.6289	1298.6716	
2	1490.5927	1270.1973	1435.3280	
3	1255.9795	1429.7261	1301.1471	
4	1371.7164	1452.8403	1261.0269	
5	1369.1024	1400.8444	1358.6124	
6	1283.6857	1267.1604	1381.3273	
7	1252.0767	1288.5601	1319.8273	
8	1353.4612	1444.8511	1385.4514	
9	1422.7104	1429.8514	1470.7592	
10	1303.2913	1400.8700	1393.1268	
11	1477.1361	1330.8270	1383.2841	
12	1421.8229	1398.2638	1256.1533	
13	1303.5520	1369.2288	1275.8206	
14	1363.7185	1317.3375	1349.2114	
15	1331.3521	1311.6760	1290.8391	
16	1336.9928	1403.6626	1421.3755	
17	1377.4297	1400.7306	1395.7240	
18	1439.8105	1302.8450	1304.6777	
19	1284.7244	1410.0680	1302.9564	
20	1383.6014	1332.9512	1414.1128	
21	1451.4928	1425.6234	1479.4039	
22	1398.3829	1367.5233	1397.4401	
23	1413.1476	1334.9470	1416.2521	
24	1471.1992	1488.3722	1487.1804	
25	1383.9316	1462.3907	1496.2987	
[15,*,*]:1	2	3	:=
1	1411.8407	1366.8246	1454.8936	
2	1321.6460	1333.5964	1423.9622	
3	1463.3109	1251.6438	1293.0029	
4	1286.6445	1275.2982	1262.6202	
5	1478.4105	1254.3474	1459.1785	
6	1330.6517	1443.8547	1255.2100	
7	1413.0836	1321.6687	1412.9624	
8	1442.5537	1422.1216	1255.7606	
9	1452.0608	1450.8401	1347.0414	
10	1430.4076	1471.4866	1289.8967	
11	1335.0228	1375.2590	1402.5428	
12	1269.9705	1493.3542	1485.7278	
13	1471.9207	1413.2493	1297.6150	
14	1349.7139	1361.6469	1422.5516	
15	1270.8307	1482.1062	1281.6292	
16	1494.1091	1474.2245	1483.4180	
17	1425.2249	1460.5219	1392.8053	
18	1312.6477	1411.7301	1331.7072	
19	1464.7186	1361.1189	1313.8226	
20	1429.3469	1361.2159	1284.8987	
21	1435.6511	1326.5754	1466.5599	
22	1459.2070	1304.6099	1442.5436	
23	1496.5664	1475.1128	1383.2079	
24	1468.5261	1316.0721	1498.4363	
25	1405.1106	1384.6051	1462.0447	
;
param CT_wc:=	#Cost of transportation/unit weight from depot w to retailer c1 (Matrix of the cost CTij)
[1,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	:=
1	24245.8262	11290.5303	14793.7305	4847.9053	141523.9531	587.0337	63616.0469	39239.1641	1503.4064	21707.5898	65501.3672	30102.1523	83218.2734	10244.8672	154196.3594	159791.7344	22934.2227	78229.1719	97737.1094	35330.2891	67457.0625	58305.1406	34938.1055	88948.9219	56845.6406	8193.3945	23874.3652	43061.0625	144826.8594	48725.6094	2901.2961	27278.3887	46230.5352	25764.4023	5792.6396	33490.1797	113324.9688	9336.1943	7634.0596	3082.1663	81095.5703	84306.7500	120263.6016	42370.4766	99726.7109	22952.4492	115955.9688	3453.0994	153644.3125	19276.6250	17140.9219	105402.1172	90969.1250	26370.9473	6154.1768	
2	429.5830	22434.7148	7152.0771	40750.9961	54654.2422	21669.1465	6663.5332	4653.3271	18007.7344	19289.5605	43024.3984	6412.0044	33346.1289	36747.2734	63146.8477	53496.1719	9525.5459	12078.6895	30666.8145	20947.5684	45188.4023	39906.1445	2525.3748	24232.9141	10184.4385	23494.4062	11546.2793	11813.1094	51785.0078	6196.6797	17844.6602	158.4908	2891.4482	24456.8945	40084.2969	40659.5859	63842.2656	61300.7422	30940.0625	50469.4297	46818.0625	48663.1289	43742.7461	11174.5918	38626.0586	37972.1562	62663.6094	26430.9863	83507.8906	38223.4844	3184.7087	36710.9727	31033.9258	7196.5942	25514.5000	
