4	1455.1962	1336.5773	1403.7375	
5	1348.2168	1431.3364	1390.8682	
6	1398.6946	1346.9342	1408.6151	
7	1466.9481	1412.9235	1282.1486	
8	1272.1846	1419.3666	1338.8986	
9	1328.6816	1472.5134	1465.9789	
10	1451.4155	1339.3308	1410.1953	
;
param CT_wc:=	#Cost of transportation/unit weight from depot w to retailer c1 (Matrix of the cost CTij)
[1,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	36166.8672	115367.5312	117131.6172	156991.3125	70203.7031	19990.2520	106317.1406	5886.3608	53549.4883	157067.6875	6935.6099	8919.5078	78815.1875	212333.5625	64693.3281	59154.4766	58819.9297	5511.8623	20937.7812	38698.7812	124693.1562	67352.2969	141946.9219	14032.8809	7114.1279	
2	10459.4023	53639.0078	98976.6719	38198.4570	15418.6396	24800.0410	55745.2227	35358.4141	24074.5352	58266.3516	32652.3066	28381.1797	7430.9678	64524.6992	3827.7473	48784.6484	20487.9980	38508.2852	14725.7969	28094.5547	53303.8906	6215.7656	36876.9766	26368.6250	31772.0547	
3	96063.3906	16203.8926	5742.6094	62441.4219	26137.6641	25583.8906	11094.4443	75294.3516	145614.3906	39954.4219	74314.4844	72876.0703	125620.2500	89309.4453	46821.3359	2683.1475	17512.4414	80205.6406	76087.2266	135289.5938	21390.3008	41203.4141	48868.3242	87628.8828	45318.0391	
4	11312.2627	70444.6641	88668.6250	90077.1875	30082.6016	4916.4097	65878.7656	2830.3428	28460.0234	97057.7500	2343.2661	1766.5914	35716.7422	133060.1875	23210.6484	35813.3047	25195.6523	4026.8315	3475.1672	21112.7988	75859.3516	25448.2227	80419.8750	4479.9751	996.1464	
5	47448.9414	13119.1768	22641.1953	37366.6562	5313.2300	7742.4136	10532.6133	42818.4609	83860.6562	30266.7500	41247.0898	38839.0547	65560.4688	64357.8828	14226.2285	2207.3838	1528.5574	47044.5820	36148.5078	78588.0938	16387.5059	11547.8506	28135.1270	47521.4805	22575.2637	
6	113411.6094	7991.3438	35676.7344	4674.1328	21989.2559	71263.8672	12399.2822	140067.0625	158565.6562	287.5338	135908.4219	129176.8594	103895.4453	7433.0166	36484.9297	37416.2578	27507.5625	147842.2344	110477.3281	164414.5312	4962.1084	30924.7852	2926.8926	137421.4219	107025.8750	
7	1301.5659	74698.3750	110449.8438	73313.8438	27433.0273	14956.0479	73418.3047	10767.5029	11645.7344	91217.8203	9293.8164	7081.0508	11736.0176	110848.7266	13952.8506	51020.2578	27910.8535	12315.1514	1183.7068	10220.0605	77391.2734	17501.2109	68272.0547	5629.3994	12530.2812	
8	76814.5469	3003.8245	9635.8955	28215.2324	8856.6084	23762.8398	1427.4749	74710.3594	121176.4219	15593.0859	72625.0469	69350.4531	91543.3594	48068.3672	24233.8633	2818.9087	5806.0225	80255.7266	64399.9883	117082.9141	5217.5303	19506.0488	19390.6699	80396.4922	46728.8906	
9	48535.0156	51482.6250	46506.9375	96420.3750	32837.4141	5513.6636	44126.8359	21808.5430	81548.7031	85203.8281	21947.5547	22394.7441	85717.4297	138540.1875	40112.2383	14945.4199	22475.8672	23923.9043	30640.0293	68529.2344	58989.3750	38772.8750	81827.3594	32305.7969	8034.4380	
10	14000.1152	36628.7344	70973.7344	33587.5586	6651.2061	12628.0420	37159.2578	29357.3633	34016.4688	45641.5781	27058.5469	23458.3594	17955.9922	60818.8516	884.6522	28822.0586	8861.8730	32717.4414	13474.8447	34996.3750	37530.7266	1877.5790	29736.4199	24582.0898	21281.8457	
[2,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	36166.8672	115367.5312	117131.6172	156991.3125	70203.7031	19990.2520	106317.1406	5886.3608	53549.4883	157067.6875	6935.6099	8919.5078	78815.1875	212333.5625	64693.3281	59154.4766	58819.9297	5511.8623	20937.7812	38698.7812	124693.1562	67352.2969	141946.9219	14032.8809	7114.1279	
2	10459.4023	53639.0078	98976.6719	38198.4570	15418.6396	24800.0410	55745.2227	35358.4141	24074.5352	58266.3516	32652.3066	28381.1797	7430.9678	64524.6992	3827.7473	48784.6484	20487.9980	38508.2852	14725.7969	28094.5547	53303.8906	6215.7656	36876.9766	26368.6250	31772.0547	
3	96063.3906	16203.8926	5742.6094	62441.4219	26137.6641	25583.8906	11094.4443	75294.3516	145614.3906	39954.4219	74314.4844	72876.0703	125620.2500	89309.4453	46821.3359	2683.1475	17512.4414	80205.6406	76087.2266	135289.5938	21390.3008	41203.4141	48868.3242	87628.8828	45318.0391	
4	11312.2627	70444.6641	88668.6250	90077.1875	30082.6016	4916.4097	65878.7656	2830.3428	28460.0234	97057.7500	2343.2661	1766.5914	35716.7422	133060.1875	23210.6484	35813.3047	25195.6523	4026.8315	3475.1672	21112.7988	75859.3516	25448.2227	80419.8750	4479.9751	996.1464	
5	47448.9414	13119.1768	22641.1953	37366.6562	5313.2300	7742.4136	10532.6133	42818.4609	83860.6562	30266.7500	41247.0898	38839.0547	65560.4688	64357.8828	14226.2285	2207.3838	1528.5574	47044.5820	36148.5078	78588.0938	16387.5059	11547.8506	28135.1270	47521.4805	22575.2637	
6	113411.6094	7991.3438	35676.7344	4674.1328	21989.2559	71263.8672	12399.2822	140067.0625	158565.6562	287.5338	135908.4219	129176.8594	103895.4453	7433.0166	36484.9297	37416.2578	27507.5625	147842.2344	110477.3281	164414.5312	4962.1084	30924.7852	2926.8926	137421.4219	107025.8750	
7	1301.5659	74698.3750	110449.8438	73313.8438	27433.0273	14956.0479	73418.3047	10767.5029	11645.7344	91217.8203	9293.8164	7081.0508	11736.0176	110848.7266	13952.8506	51020.2578	27910.8535	12315.1514	1183.7068	10220.0605	77391.2734	17501.2109	68272.0547	5629.3994	12530.2812	
8	76814.5469	3003.8245	9635.8955	28215.2324	8856.6084	23762.8398	1427.4749	74710.3594	121176.4219	15593.0859	72625.0469	69350.4531	91543.3594	48068.3672	24233.8633	2818.9087	5806.0225	80255.7266	64399.9883	117082.9141	5217.5303	19506.0488	19390.6699	80396.4922	46728.8906	
9	48535.0156	51482.6250	46506.9375	96420.3750	32837.4141	5513.6636	44126.8359	21808.5430	81548.7031	85203.8281	21947.5547	22394.7441	85717.4297	138540.1875	40112.2383	14945.4199	22475.8672	23923.9043	30640.0293	68529.2344	58989.3750	38772.8750	81827.3594	32305.7969	8034.4380	
10	14000.1152	36628.7344	70973.7344	33587.5586	6651.2061	12628.0420	37159.2578	29357.3633	34016.4688	45641.5781	27058.5469	23458.3594	17955.9922	60818.8516	884.6522	28822.0586	8861.8730	32717.4414	13474.8447	34996.3750	37530.7266	1877.5790	29736.4199	24582.0898	21281.8457	
[3,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	36166.8672	115367.5312	117131.6172	156991.3125	70203.7031	19990.2520	106317.1406	5886.3608	53549.4883	157067.6875	6935.6099	8919.5078	78815.1875	212333.5625	64693.3281	59154.4766	58819.9297	5511.8623	20937.7812	38698.7812	124693.1562	67352.2969	141946.9219	14032.8809	7114.1279	
2	10459.4023	53639.0078	98976.6719	38198.4570	15418.6396	24800.0410	55745.2227	35358.4141	24074.5352	58266.3516	32652.3066	28381.1797	7430.9678	64524.6992	3827.7473	48784.6484	20487.9980	38508.2852	14725.7969	28094.5547	53303.8906	6215.7656	36876.9766	26368.6250	31772.0547	
3	96063.3906	16203.8926	5742.6094	62441.4219	26137.6641	25583.8906	11094.4443	75294.3516	145614.3906	39954.4219	74314.4844	72876.0703	125620.2500	89309.4453	46821.3359	2683.1475	17512.4414	80205.6406	76087.2266	135289.5938	21390.3008	41203.4141	48868.3242	87628.8828	45318.0391	
4	11312.2627	70444.6641	88668.6250	90077.1875	30082.6016	4916.4097	65878.7656	2830.3428	28460.0234	97057.7500	2343.2661	1766.5914	35716.7422	133060.1875	23210.6484	35813.3047	25195.6523	4026.8315	3475.1672	21112.7988	75859.3516	25448.2227	80419.8750	4479.9751	996.1464	
5	47448.9414	13119.1768	22641.1953	37366.6562	5313.2300	7742.4136	10532.6133	42818.4609	83860.6562	30266.7500	41247.0898	38839.0547	65560.4688	64357.8828	14226.2285	2207.3838	1528.5574	47044.5820	36148.5078	78588.0938	16387.5059	11547.8506	28135.1270	47521.4805	22575.2637	
6	113411.6094	7991.3438	35676.7344	4674.1328	21989.2559	71263.8672	12399.2822	140067.0625	158565.6562	287.5338	135908.4219	129176.8594	103895.4453	7433.0166	36484.9297	37416.2578	27507.5625	147842.2344	110477.3281	164414.5312	4962.1084	30924.7852	2926.8926	137421.4219	107025.8750	
7	1301.5659	74698.3750	110449.8438	73313.8438	27433.0273	14956.0479	73418.3047	10767.5029	11645.7344	91217.8203	9293.8164	7081.0508	11736.0176	110848.7266	13952.8506	51020.2578	27910.8535	12315.1514	1183.7068	10220.0605	77391.2734	17501.2109	68272.0547	5629.3994	12530.2812	
8	76814.5469	3003.8245	9635.8955	28215.2324	8856.6084	23762.8398	1427.4749	74710.3594	121176.4219	15593.0859	72625.0469	69350.4531	91543.3594	48068.3672	24233.8633	2818.9087	5806.0225	80255.7266	64399.9883	117082.9141	5217.5303	19506.0488	19390.6699	80396.4922	46728.8906	
9	48535.0156	51482.6250	46506.9375	96420.3750	32837.4141	5513.6636	44126.8359	21808.5430	81548.7031	85203.8281	21947.5547	22394.7441	85717.4297	138540.1875	40112.2383	14945.4199	22475.8672	23923.9043	30640.0293	68529.2344	58989.3750	38772.8750	81827.3594	32305.7969	8034.4380	
10	14000.1152	36628.7344	70973.7344	33587.5586	6651.2061	12628.0420	37159.2578	29357.3633	34016.4688	45641.5781	27058.5469	23458.3594	17955.9922	60818.8516	884.6522	28822.0586	8861.8730	32717.4414	13474.8447	34996.3750	37530.7266	1877.5790	29736.4199	24582.0898	21281.8457	
;
param DEM_pct:=	#Demand of product 1 at retailer c at time period t
[1,*,*]:	1	2	3	4	5	:=
1	520.0000	447.0000	518.0000	599.0000	410.0000	 
2	448.0000	466.0000	560.0000	489.0000	413.0000	 
3	464.0000	566.0000	548.0000	456.0000	546.0000	 
4	464.0000	431.0000	597.0000	452.0000	522.0000	 
5	584.0000	529.0000	485.0000	479.0000	410.0000	 
6	416.0000	490.0000	584.0000	447.0000	574.0000	 
7	561.0000	435.0000	462.0000	486.0000	572.0000	 
8	527.0000	565.0000	499.0000	516.0000	491.0000	 
9	452.0000	524.0000	515.0000	573.0000	585.0000	 
10	515.0000	539.0000	478.0000	535.0000	600.0000	 
11	588.0000	428.0000	588.0000	408.0000	405.0000	 
12	436.0000	461.0000	597.0000	589.0000	553.0000	 
13	525.0000	594.0000	515.0000	443.0000	427.0000	 
14	553.0000	505.0000	563.0000	559.0000	534.0000	 
15	555.0000	538.0000	486.0000	566.0000	583.0000	 
16	555.0000	417.0000	590.0000	495.0000	577.0000	 
17	417.0000	588.0000	463.0000	484.0000	537.0000	 
18	418.0000	442.0000	517.0000	477.0000	421.0000	 
19	402.0000	579.0000	534.0000	465.0000	577.0000	 
20	593.0000	416.0000	452.0000	506.0000	584.0000	 
21	447.0000	587.0000	580.0000	468.0000	445.0000	 
22	437.0000	411.0000	591.0000	429.0000	592.0000	 
23	468.0000	412.0000	564.0000	561.0000	493.0000	 
24	554.0000	550.0000	490.0000	457.0000	428.0000	 
25	582.0000	416.0000	545.0000	416.0000	534.0000	 
[2,*,*]:	1	2	3	4	5	:=
1	412.0000	422.0000	495.0000	416.0000	406.0000	 
2	528.0000	579.0000	497.0000	568.0000	542.0000	 
3	587.0000	595.0000	518.0000	589.0000	541.0000	 
4	493.0000	583.0000	516.0000	448.0000	478.0000	 
5	484.0000	433.0000	405.0000	411.0000	536.0000	 
6	451.0000	430.0000	440.0000	564.0000	578.0000	 
7	491.0000	548.0000	515.0000	498.0000	529.0000	 
8	590.0000	560.0000	482.0000	450.0000	401.0000	 
9	458.0000	596.0000	485.0000	508.0000	413.0000	 
10	428.0000	597.0000	507.0000	444.0000	528.0000	 
11	545.0000	501.0000	466.0000	544.0000	426.0000	 
12	544.0000	490.0000	503.0000	525.0000	572.0000	 
13	463.0000	539.0000	423.0000	488.0000	543.0000	 
14	578.0000	511.0000	527.0000	506.0000	469.0000	 
15	569.0000	515.0000	452.0000	559.0000	567.0000	 
16	491.0000	536.0000	419.0000	545.0000	467.0000	 
17	405.0000	541.0000	510.0000	566.0000	423.0000	 
18	599.0000	467.0000	427.0000	408.0000	464.0000	 
19	442.0000	515.0000	592.0000	443.0000	466.0000	 
20	453.0000	454.0000	537.0000	579.0000	517.0000	 
21	480.0000	485.0000	511.0000	461.0000	452.0000	 
22	582.0000	502.0000	424.0000	514.0000	450.0000	 
23	401.0000	514.0000	472.0000	537.0000	523.0000	 
24	435.0000	460.0000	543.0000	486.0000	427.0000	 
25	435.0000	545.0000	525.0000	511.0000	411.0000	 
[3,*,*]:	1	2	3	4	5	:=
1	478.0000	489.0000	517.0000	539.0000	544.0000	 
2	518.0000	454.0000	482.0000	555.0000	493.0000	 
3	481.0000	571.0000	599.0000	484.0000	527.0000	 
4	582.0000	431.0000	458.0000	529.0000	436.0000	 
5	456.0000	587.0000	463.0000	419.0000	500.0000	 
6	415.0000	450.0000	591.0000	568.0000	430.0000	 
7	449.0000	411.0000	440.0000	562.0000	583.0000	 
8	525.0000	417.0000	500.0000	533.0000	421.0000	 
9	516.0000	551.0000	477.0000	565.0000	434.0000	 
10	453.0000	561.0000	537.0000	556.0000	436.0000	 
11	591.0000	435.0000	539.0000	462.0000	502.0000	 
12	583.0000	556.0000	550.0000	422.0000	583.0000	 
13	581.0000	597.0000	423.0000	477.0000	455.0000	 
14	570.0000	580.0000	501.0000	444.0000	410.0000	 
15	576.0000	590.0000	551.0000	565.0000	462.0000	 
16	426.0000	420.0000	534.0000	428.0000	585.0000	 
17	449.0000	550.0000	522.0000	469.0000	526.0000	 
18	404.0000	553.0000	434.0000	522.0000	424.0000	 
19	514.0000	547.0000	559.0000	427.0000	495.0000	 
20	482.0000	480.0000	566.0000	438.0000	552.0000	 
21	547.0000	484.0000	427.0000	541.0000	575.0000	 
22	435.0000	424.0000	442.0000	489.0000	492.0000	 
23	551.0000	433.0000	580.0000	504.0000	456.0000	 
24	405.0000	517.0000	440.0000	488.0000	592.0000	 
25	440.0000	483.0000	569.0000	405.0000	534.0000	 
;
param FCW_w:=	#Fixed operating cost for depot w
1	9862.4570
2	9371.2373
3	9999.9170
4	9728.4697
5	10230.2881
6	8432.4131
7	9420.1230
8	11719.4619
9	10015.5254
10	10565.9062
;
param OFF_ip:	1	2	3	:=	#Off take of raw material i for product p
1	0.50	0.50	0.50	
2	0.50	0.50	0.50	
3	0.50	0.50	0.50	
4	0.50	0.50	0.50	
5	0.50	0.50	0.50	
;
param PS_m:=	#Storage capacity at manufacturer m
1	91236.0000
2	137979.0000
3	57939.0000
;
param PS_w:=	#Storage capacity at depot w
1	79951.0000
2	110935.0000
3	120826.0000
4	84381.0000
5	116628.0000
6	82029.0000
7	56172.0000
8	48594.0000
9	60316.0000
10	139780.0000
;
param PS_h:=	#Storage capacity in hybrid facility h
1	65049.0000
2	47750.0000
3	100430.0000
4	92333.0000
5	75001.0000
;
param W_p:=	#Weight of product p
1	1.00
2	1.00
3	1.00
;
param B_p:=	#Disposal rate of product p (rand [0,1])
1	  0.0200
2	  0.0200
3	  0.0200
;
param CI_ph:	1	2	3	4	5	:=	#Inventory holding cost per unit of product p at hybrid facility h
1	3	3	3	3	3	 
2	3	3	3	3	3	 
3	3	3	3	3	3	 
;
param CT_mw:=	#Cost of transportation/unit weight from manufacturer m to depot w
[1,*,*]:1	2	3	4	5	6	7	8	9	10	:=
1	6143.5107	47285.8750	95793.9062	8394.1602	60044.3398	169952.9688	17028.4863	96982.7812	31635.4531	42460.8359	 
2	97311.8906	56509.4062	7440.9517	60873.0000	8391.1064	17012.6875	70966.7578	641.0436	37524.8984	36876.6914	 
3	84764.9062	28392.8711	18504.3145	43179.5977	5256.2383	13766.0938	43739.8438	3301.3457	36693.3750	16059.2568	 
[2,*,*]:1	2	3	4	5	6	7	8	9	10	:=
1	6143.5107	47285.8750	95793.9062	8394.1602	60044.3398	169952.9688	17028.4863	96982.7812	31635.4531	42460.8359	 
2	97311.8906	56509.4062	7440.9517	60873.0000	8391.1064	17012.6875	70966.7578	641.0436	37524.8984	36876.6914	 
3	84764.9062	28392.8711	18504.3145	43179.5977	5256.2383	13766.0938	43739.8438	3301.3457	36693.3750	16059.2568	 
[3,*,*]:1	2	3	4	5	6	7	8	9	10	:=
1	6143.5107	47285.8750	95793.9062	8394.1602	60044.3398	169952.9688	17028.4863	96982.7812	31635.4531	42460.8359	 
2	97311.8906	56509.4062	7440.9517	60873.0000	8391.1064	17012.6875	70966.7578	641.0436	37524.8984	36876.6914	 
3	84764.9062	28392.8711	18504.3145	43179.5977	5256.2383	13766.0938	43739.8438	3301.3457	36693.3750	16059.2568	 
;
param CT_hc:=	#Cost of transportation/unit weight from hybrid facility h, to retailer c
[1,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	60430.0859	29195.0566	78193.1250	4151.3701	15631.3994	58031.6406	35222.5195	100511.6016	86857.7812	18743.8711	96189.0938	89207.6875	42631.7812	12588.4180	13863.7227	52752.2383	25195.0820	106605.4375	66639.1953	96607.2812	25157.7891	12704.0371	6228.3750	89820.6797	82782.6406	 
2	26274.2500	42440.6172	51812.3438	70278.4688	17624.5000	 82.4495	37710.0352	14011.3770	53435.0859	68158.0234	13370.8916	12526.0420	52257.5039	108272.5000	19266.7871	14348.7168	11587.1260	16356.9746	14691.3691	45173.2500	47781.8750	19076.5469	59415.0391	18958.0840	3478.4570	 
3	67302.4688	11149.4258	46125.1953	2009.8147	7663.0332	45211.4844	15112.7178	95020.8438	101657.0859	6509.7632	91241.5234	85155.6641	58612.0078	11882.0645	13137.1719	30502.8477	13523.6133	101334.7422	67393.7656	107453.3359	8742.7393	10261.9375	819.1833	89710.7266	71815.0859	 
4	1767.7419	88654.7188	120995.5859	92455.6328	37247.5547	15918.8105	86055.3672	5338.1343	10444.3525	109864.2734	4352.8413	2956.2439	17411.5781	134571.2812	22698.6523	57354.7539	35972.3672	6214.1289	 78.3386	6922.1689	92535.8594	26795.1055	86004.0469	1580.4302	9531.2197	 
5	18961.3262	53840.7812	66621.1562	78665.1719	22307.2559	978.5247	49082.9609	7833.9697	41867.7031	80266.5156	7292.0732	6616.8540	44668.7578	119049.6250	20357.1309	22498.8008	16618.3301	9656.6553	8811.5381	33832.1602	59298.1133	21208.8203	68197.9531	11519.0469	1067.9069	 
[2,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	60430.0859	29195.0566	78193.1250	4151.3701	15631.3994	58031.6406	35222.5195	100511.6016	86857.7812	18743.8711	96189.0938	89207.6875	42631.7812	12588.4180	13863.7227	52752.2383	25195.0820	106605.4375	66639.1953	96607.2812	25157.7891	12704.0371	6228.3750	89820.6797	82782.6406	 
2	26274.2500	42440.6172	51812.3438	70278.4688	17624.5000	 82.4495	37710.0352	14011.3770	53435.0859	68158.0234	13370.8916	12526.0420	52257.5039	108272.5000	19266.7871	14348.7168	11587.1260	16356.9746	14691.3691	45173.2500	47781.8750	19076.5469	59415.0391	18958.0840	3478.4570	 
3	67302.4688	11149.4258	46125.1953	2009.8147	7663.0332	45211.4844	15112.7178	95020.8438	101657.0859	6509.7632	91241.5234	85155.6641	58612.0078	11882.0645	13137.1719	30502.8477	13523.6133	101334.7422	67393.7656	107453.3359	8742.7393	10261.9375	819.1833	89710.7266	71815.0859	 
4	1767.7419	88654.7188	120995.5859	92455.6328	37247.5547	15918.8105	86055.3672	5338.1343	10444.3525	109864.2734	4352.8413	2956.2439	17411.5781	134571.2812	22698.6523	57354.7539	35972.3672	6214.1289	 78.3386	6922.1689	92535.8594	26795.1055	86004.0469	1580.4302	9531.2197	 
5	18961.3262	53840.7812	66621.1562	78665.1719	22307.2559	978.5247	49082.9609	7833.9697	41867.7031	80266.5156	7292.0732	6616.8540	44668.7578	119049.6250	20357.1309	22498.8008	16618.3301	9656.6553	8811.5381	33832.1602	59298.1133	21208.8203	68197.9531	11519.0469	1067.9069	 
[3,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	:=
1	60430.0859	29195.0566	78193.1250	4151.3701	15631.3994	58031.6406	35222.5195	100511.6016	86857.7812	18743.8711	96189.0938	89207.6875	42631.7812	12588.4180	13863.7227	52752.2383	25195.0820	106605.4375	66639.1953	96607.2812	25157.7891	12704.0371	6228.3750	89820.6797	82782.6406	 
2	26274.2500	42440.6172	51812.3438	70278.4688	17624.5000	 82.4495	37710.0352	14011.3770	53435.0859	68158.0234	13370.8916	12526.0420	52257.5039	108272.5000	19266.7871	14348.7168	11587.1260	16356.9746	14691.3691	45173.2500	47781.8750	19076.5469	59415.0391	18958.0840	3478.4570	 
3	67302.4688	11149.4258	46125.1953	2009.8147	7663.0332	45211.4844	15112.7178	95020.8438	101657.0859	6509.7632	91241.5234	85155.6641	58612.0078	11882.0645	13137.1719	30502.8477	13523.6133	101334.7422	67393.7656	107453.3359	8742.7393	10261.9375	819.1833	89710.7266	71815.0859	 
4	1767.7419	88654.7188	120995.5859	92455.6328	37247.5547	15918.8105	86055.3672	5338.1343	10444.3525	109864.2734	4352.8413	2956.2439	17411.5781	134571.2812	22698.6523	57354.7539	35972.3672	6214.1289	 78.3386	6922.1689	92535.8594	26795.1055	86004.0469	1580.4302	9531.2197	 
5	18961.3262	53840.7812	66621.1562	78665.1719	22307.2559	978.5247	49082.9609	7833.9697	41867.7031	80266.5156	7292.0732	6616.8540	44668.7578	119049.6250	20357.1309	22498.8008	16618.3301	9656.6553	8811.5381	33832.1602	59298.1133	21208.8203	68197.9531	11519.0469	1067.9069	 
;
param CT_ch:=	#Cost of transportation/unit weight from retailer c to hybrid facility h
[1,*,*]:1	2	3	4	5	:=
1	60430.0859	26274.2500	67302.4688	1767.7419	18961.3262	 
2	29195.0566	42440.6172	11149.4258	88654.7188	53840.7812	 
3	78193.1250	51812.3438	46125.1953	120995.5859	66621.1562	 
4	4151.3701	70278.4688	2009.8147	92455.6328	78665.1719	 
5	15631.3994	17624.5000	7663.0332	37247.5547	22307.2559	 
6	58031.6406	 82.4495	45211.4844	15918.8105	978.5247	 
7	35222.5195	37710.0352	15112.7178	86055.3672	49082.9609	 
8	100511.6016	14011.3770	95020.8438	5338.1343	7833.9697	 
9	86857.7812	53435.0859	101657.0859	10444.3525	41867.7031	 
10	18743.8711	68158.0234	6509.7632	109864.2734	80266.5156	 
